text,label,source,original_liar_label,pred,proba_fake,model_conf
please note no press allowed inside or anywhere near the meeting today with the saudi deputy crown prince,1,ISOT_FAKE,,0,0.24497654674787847,0.7550234532521215
obama had a chance to speak of the horrors going on in the middle east and to say so much more but he chose to behave like a college professor and lecture the iranians that path is now available to a nation like iran which as of this moment continues to deploy violent proxies to advance its interests these efforts may appear to give iran leverage in disputes with neighbors but they fuel sectarian conflict that endangers the entire region and isolates iran from the promise of trade and commerce the iranian people have a proud history and are filled with extraordinary petition but chanting death to america does not create jobs or make iran more secure what a putz,1,ISOT_FAKE,,0,0.24643282623528553,0.7535671737647145
higher beer production and higher consumption go handinhand,1,LIAR,barely-true,0,0.24736640460349388,0.7526335953965061
says the largest tax increase in american history is set to occur on january 1st unless president obama and congress can come to an agreement,0,LIAR,half-true,1,0.7518534537822752,0.7518534537822752
the american slave trade caused 5 million deaths or more,1,LIAR,false,0,0.24853982165196362,0.7514601783480364
portland community college serves more students than all of the states universities combined,1,LIAR,false,0,0.24859776435362477,0.7514022356463752
the president said hes going to bring in 250000 syrian and iraqi refugees into this country,1,LIAR,pants-fire,0,0.2488706338474914,0.7511293661525086
hillary clinton one time late at night when she was exhausted misstated and immediately apologized for it what happened to her in bosnia in 1995,1,LIAR,pants-fire,0,0.24890170218953103,0.751098297810469
on a bipartisan task force on ways to improve fiscal policy,1,LIAR,false,0,0.2490461415172345,0.7509538584827655
says he will protect your guaranteed benefits in medicare while mitt romney would take away medicare as guaranteed benefits,0,LIAR,half-true,1,0.7497315632066711,0.7497315632066711
were losing thousands of veterans waiting on line because they cant get speedy health care from the veterans administration,0,LIAR,half-true,1,0.7492138250599282,0.7492138250599282
mitt romney wants to set a date for withdrawal from iraq,1,LIAR,barely-true,0,0.25154183588511647,0.7484581641148835
the university of wisconsinmilwaukee has 28 students per faculty member tied for secondlowest in its history since 1994,1,LIAR,pants-fire,0,0.2517863503925129,0.7482136496074872
ganley said that if elected he wants to cut the dickens out of social security medicare and veterans benefits,1,LIAR,pants-fire,0,0.2519380470879639,0.748061952912036
says jeb bush appointed a guardian for the fetus of a rape survivor,1,LIAR,barely-true,0,0.25266656717418623,0.7473334328258138
under david dewhursts leadership the texas senate passed an expansion of instate tuition and free health care to illegal immigrants,1,LIAR,false,0,0.25318247206798744,0.7468175279320126
obama has been sending taxpayer dollars at least 350000 to fund antilikud antinetanyahu groups in israelfor the election,1,LIAR,barely-true,0,0.25419035506780846,0.7458096449321916
ford will export the nextgeneration focus compact car from china to north america in 2019 rather than from mexico as earlier planned saving the company 500 million a top executive said on tuesdayit is the first major manufacturing investment decision made by new chief executive officer jim hackett who succeeded mark fields in late maydiscussion about the smallcar production shift from mexico to china began a couple months ago under fields said joe hinrichs president of global operationsin january after us president donald trump criticized ford for shipping smallcar manufacturing to mexico ford said it would kill plans to build a 18billion focus plant in san luis potosi and instead produce the new focus at an existing plant in hermosilloalthough it is cheaper to build and ship cars to the united states from mexico than china this was not a variable cost decision hinrichs said in a tuesday morning briefing it allows us to free up a lot of capital because ford now has to retool only one plant the existing focus factory in chongqing rather than two to supply north americagiven dwindling overall us demand for small cars such as the focus we thought this was the best balance of that costcapital tradeoff hinrichs saidhe said ford planned to inform the white house tuesdayasked if ford was concerned about having to pay a border tax as trump has threatened on vehicle imports from mexico hinrichs said the capital saving outweighs the risk of a potential tax on the chinesebuilt focusford stock fell 08 percent at 1115 daily mailhow do you feel about ford s decision to move manufacturing over to china let us know in the comment section below,1,ISOT_FAKE,,0,0.25457806329849275,0.7454219367015072
on the president unilaterally authorizing a military attack that does not involve stopping an actual or imminent threat to the nation,1,LIAR,false,0,0.25564542334085677,0.7443545766591433
we currently have one guy who is in charge of painting the entire milwaukee county parks system,0,LIAR,half-true,1,0.7440758487262293,0.7440758487262293
when the auto industry was going under car parts companies like johnson controls begged taxpayers for a bailout and they got one,0,LIAR,half-true,1,0.743956520142825,0.743956520142825
says president barack obama gives students the right to repay federal loans as a clear fixed low percentage of their income for up to 20 years,0,LIAR,mostly-true,1,0.743688486381863,0.743688486381863
marco rubio voted against authorizing president obama to strike syria after assad used chemical weapons on his own people,0,LIAR,mostly-true,1,0.7432008017802653,0.7432008017802653
zero planned parenthood facilities are licensed to do mammograms planned parenthood women dont need you,0,LIAR,half-true,1,0.7424699034261227,0.7424699034261227
the wisconsin unemployment rate was higher than the us rate during only three months when mary burke was state commerce secretary,1,LIAR,false,0,0.25775997283394836,0.7422400271660516
says marco rubio voted against every bill that would have helped keep our families safe he even voted against a bipartisan measure introduced by a republican to prevent people on the nofly list from purchasing guns,1,LIAR,barely-true,0,0.2579830970541438,0.7420169029458562
the economy we preside over today is better than the one we inherited,1,LIAR,barely-true,0,0.2598980762753062,0.7401019237246937
as secretary of state hillary clinton laundered money to bill clinton through laureate education while bill clinton was an honorary chairman of the group,1,LIAR,false,0,0.2607317424728931,0.7392682575271069
right now the tea party polls higher than the republicans and the democrats,1,LIAR,false,0,0.2615213349006742,0.7384786650993258
says texas retained the right to have a navy when it joined the united states,1,LIAR,pants-fire,0,0.26189651518866114,0.7381034848113388
you have to get a license to fish on our beaches,0,LIAR,true,1,0.7379538692809031,0.7379538692809031
on whether state employees should contribute to their pensions,1,LIAR,false,0,0.26206338436915694,0.7379366156308431
we werent told they wanted more security for diplomatic facilities in libya,1,LIAR,barely-true,0,0.26265584544509674,0.7373441545549033
a texas law will repatriate 1 billion of gold bullion from the federal reserve in new york to texas,1,LIAR,barely-true,0,0.2627633138454964,0.7372366861545037
since i came into office we have increased the va budget by 85 percent,0,LIAR,half-true,1,0.7368414057585443,0.7368414057585443
china has total control just about of north korea,1,LIAR,barely-true,0,0.2636676526246303,0.7363323473753697
ive created over 40000 jobs,1,LIAR,barely-true,0,0.2637750339602785,0.7362249660397215
as district attorney susan happ took 180000 in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution,1,LIAR,false,0,0.2644023715495849,0.7355976284504151
more americans believe the moon landing was fake than believe obamacare is affordable,0,LIAR,half-true,1,0.7355203892936407,0.7355203892936407
without us senate action texas will have more federal judicial vacancies this year than any other state,1,LIAR,barely-true,0,0.26504967914360433,0.7349503208563957
theres 400 more people working in health care today in new hampshire than when we passed the budget,1,LIAR,false,0,0.2651536587362393,0.7348463412637607
says proposed teacher contract would layer on more restrictive rules,0,LIAR,true,1,0.7348331250565184,0.7348331250565184
says 13 texas universities have announced or implemented a 10000 degree,1,LIAR,barely-true,0,0.2665034975378776,0.7334965024621224
the health reform legislation which washington passed last year has made it more difficult to hire because its increased costs for employers,1,LIAR,barely-true,0,0.266594067591565,0.733405932408435
the largest armed us military brigade to be deployed to europe since the end of the cold war arrived saturday at a port in northern germany military officials saidthe us army s 3rd armored brigade combat team 4th infantry division arrived in the port of bremerhaven on friday and began a dayslong process of deploying heavy equipment including tanks and armored vehicles the deployment is the culmination of a promised heavier armed troop presence in eastern europe since the russian annexation of crimea in 2014the move was meant to reassure nervous nato allies the united states was prepared to respond in the event of further russian aggression in the regionthe arrival of the 3500troop heavy brigade is part of operation atlantic resolve the army has maintained troop deployments in the region for decades but had allowed their numbers to lapse for months at a time as troops were rotated out of europe without being replaced stars and stripes reported the pentagon plans to maintain the full deployment and immediately replace returning soldiers after their 9month deployments are completedthe troops will meet in poland and eventually will be deployed there as well as romania bulgaria germany and across the baltics once there they will engage in training exercises with nato host nations upi,1,ISOT_FAKE,,0,0.266698940863523,0.733301059136477
says that like todd akin all texas republicans in us house cosponsored a bill that attempts to distinguish between forcible rape and other sexual assaults,0,LIAR,half-true,1,0.7318169953614889,0.7318169953614889
if you are a member of union your median weekly income is roughly 200 more than if you are a nonunion member and that doesnt include benefits,0,LIAR,true,1,0.7307073592532829,0.7307073592532829
many of the great scholars say that anchor babies are not covered by the 14th amendment,0,LIAR,half-true,1,0.7306545508346318,0.7306545508346318
says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible,0,LIAR,true,1,0.7296893086755862,0.7296893086755862
the steel industry is producing as much steel in the united states as it ever was its just that it needs onetenth of the workers that it used to,1,LIAR,false,0,0.27031480979581984,0.7296851902041801
teenage births cost texas taxpayers 11 billion in health care foster careand lost tax revenue in 2010 alone,0,LIAR,half-true,1,0.7287553196910598,0.7287553196910598
theres pretty much no question that the curfew ordinances arent effective in either reducing crime or preventing harm to young people,0,LIAR,mostly-true,1,0.7283212579576451,0.7283212579576451
a majority of americans since harry truman days support singlepayer health insurance or full medicare for all,1,LIAR,false,0,0.2724988299980848,0.7275011700019152
quite frankly it was during the bush years of spending multiplied now by the obama years that we have this mess,0,LIAR,mostly-true,1,0.7267544420137154,0.7267544420137154
whether you like to admit it or not half our general revenue goes to education,0,LIAR,true,1,0.7265597818922565,0.7265597818922565
in 29 states in this country you can still get fired for not just being gay but if your employer thinks you are gay,0,LIAR,half-true,1,0.7263931191425054,0.7263931191425054
says that in his book rick perry said that social security is unconstitutional,0,LIAR,mostly-true,1,0.7249455936926855,0.7249455936926855
says mike coffman said two different things stop the deportationsin a spanishlanguage debate and youre going to be deportedin an englishlanguage tv interview,1,LIAR,barely-true,0,0.2766274522164554,0.7233725477835447
scott fisher tried to expand obamacare in texas and even voted for an official resolution to force 1 million texans into obamacare,1,LIAR,pants-fire,0,0.2766503202004078,0.7233496797995922
the obama administration has been constrained by the oil pollution act of 1990 which basically gives the responsible party the lead role in trying to not only fix the problem but contain the problem,1,LIAR,false,0,0.27709956790105045,0.7229004320989496
because of the new health care law 17 million kids can no longer be denied for a preexisting condition,1,LIAR,barely-true,0,0.27778296060851326,0.7222170393914867
when george bush became president of the united states 17 million people were in poverty when he left 30 million people were in poverty,1,LIAR,false,0,0.2812289216917367,0.7187710783082633
the us only ranks 25th worldwide on defense spending as a percentage of gdp,1,LIAR,barely-true,0,0.28132056445320264,0.7186794355467974
says the new health care law delivers a 13 billion tax increase on families with special needs,1,LIAR,pants-fire,0,0.2814375512949288,0.7185624487050712
says his promise of 250000 new private sector jobs was a big goal,0,LIAR,mostly-true,1,0.7185519016921266,0.7185519016921266
as speaker gingrich even supported taxpayer funding of some abortions,0,LIAR,half-true,1,0.7173640449818396,0.7173640449818396
says only about 2 percent of gunsales in virginia are not subject to background checks,1,LIAR,false,0,0.2826949909656912,0.7173050090343088
wisconsin is one of the highest taxed states in the nation,0,LIAR,half-true,1,0.716663458900858,0.716663458900858
the facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case,0,LIAR,true,1,0.7163008671527391,0.7163008671527391
zero hedge in a shocking development late on saturday the saudi press reported that prominent billionaire member of the royal saudi family and one of the biggest shareholders of citi news corp and twitter not to mention frequent cnbc guest alwaleed bin talal along with ten senior princes and some 38 ministers has been arrested for corruption and money laundering charges on orders from the new anticorruption committee headed by crown prince mohammed bin salman while royal princes private planes have been groundedamong those fired andor arrested are the head of national royal guards miteb bin abdullah the minister of economy and planning adel fakeih and admiral abdullah bin sultan bin mohammed alsultan the commander of the saudi naval forcesas the local press further adds the supreme committee chaired by crown prince and billionaire stops on charges of money laundering alwaleed bin talal is perhaps best known not only for his periodic cnbc appearances but for his recurring on and off spats with president trumpaccording to al arabiya among those sacked andor arrested are moteib bin abdullah minister of the national guard and prince khalid bin ayyaf has been appointed as his replacement a second royal order was issued to relieve minister of economy and planning adel alfaqieh from his duties and the appointment of mohammed al tuwaijri as minister of economy and planningaccording to a royal decree issued by king salman on saturday the anticorruption committee is chaired by the crown prince with the membership of chairman of the monitoring and investigation commission chairman of the national anticorruption authority chief of the general audit bureau attorney general and head of state securityas saudi analysts were quick to point out the purge by the saudi king means that king abdallah s last remnants riyad firmer gov head of nat guard media moguls sagia financial policy officials have been purgedas bloomberg notes changing the head of the national guard an institution that s been controlled by the clan of the late king abdullah is not like changing the minister of oil said kamran bokhari a senior analyst with geopolitical futures and a senior fellow with the center for global policy i wouldn t be surprised if this leads to greater fissures within the royal family arabiya adds that king salman also issued sacking and replacement orders for admiral abdullah bin sultan bin mohammed alsultan the commander of the naval forces is to be terminated and be retired his replacement is vice admiral fahd bin abdullah alghifaili to be promoted to the rank of admiral and be appointed as commander of the naval forcesadditionally minister of economy and planning adel alfaqieh was replaced by mohammed altuwaijri spa said quoting a royal decree commander of the saudi navy abdullah alsultan was replaced with fahad alghafli the king also replaced minister of economy and planning adel fakeih withmohammad al tuwaijri his deputysky news arabia confirms an earlier report from alwatan news newsletter loss of a helicopter carrying a number of officials in the southern asir saudi arabia zero hedgethis is allegedly the group boarding the chopper unverified pictwittercomoqz4vfypc5 abo0o0dy abduaseeri november 5 2017details are few for now but some headlines report that the highranking officials aboard included crown prince mansour binmuqrin deputy emir of asir province pictwittercomvxa6ksubso hrhpmmugrin november 5 2017there are sources saying all aboard have died pictwittercomqvvkfitxtl nazlahcom november 5 2017,1,ISOT_FAKE,,0,0.28390271985193466,0.7160972801480654
people can use food stamps for anything including to go to hawaii and even millionaires can qualify,1,LIAR,pants-fire,0,0.2863312345847908,0.7136687654152092
as governor of florida i defunded planned parenthood,0,LIAR,true,1,0.7128282205864546,0.7128282205864546
since president obama took office 2 million jobs gone,0,LIAR,mostly-true,1,0.712738956685058,0.712738956685058
it was president obamas inaction that caused over three weeks to go by before he even approved the governors plan to protect our marsh,0,LIAR,half-true,1,0.7122890130017219,0.7122890130017219
obamacare hit americans with over 500 billion in new taxes,0,LIAR,half-true,1,0.7118316530414761,0.7118316530414761
in the 100 days since its passage the economic stimulus has saved or created nearly 150000 jobs,1,LIAR,barely-true,0,0.2883614933840601,0.7116385066159399
virginia is the number one state per capita in screening out people with mental illness from gun purchases,0,LIAR,mostly-true,1,0.711267998426702,0.711267998426702
roy barnes voted against a bill in the state senate that would have made it easier to convict child abusers,1,LIAR,barely-true,0,0.2890184230812492,0.7109815769187509
the fbi is involved in an investigation about people in the rio grande valley who are using cocaine to buy votes,0,LIAR,mostly-true,1,0.710964523194328,0.710964523194328
says president barack obamas proposed budget includes two new tax increases that would collect about 14 billion,0,LIAR,mostly-true,1,0.7107235370887511,0.7107235370887511
nevada is still a state that is 80 percent white voters,1,LIAR,false,0,0.2904944889439012,0.7095055110560988
only 50 percent of students from milwaukee public high schools go on to a twoor fouryear college,0,LIAR,mostly-true,1,0.7093248523192052,0.7093248523192052
jared kushner just spoke out on being accused of colluding with the russians during the 2016 campaign president trump had a better message ran a smarter campaign that is why he won suggesting otherwise ridicules those who voted for him he hit back at the mediathe meeting went very well jared kushner said monday that his closeddoor meeting with congressional staff investigating russian meddling in the presidential election went very well kushner added as he was leaving the meeting that he answered as many questions as the staffers hadprior to the monday morning meeting kushner released an 11 page statement in which he denied colluding with any foreign government during last year s presidential race i did not collude nor know of anyone else in the campaign who colluded with any foreign government kushner said in the statement he denied having improper communications with kremlin officials as well as any knowledge of trump campaign officials conspiring with moscowthe closeddoor hearing on capitol hill came after reports revealed that kushner joined donald trump jr and former trump campaign chairman paul manafort in a meeting with a russian lawyer who trump jr believed had incriminating information on thendemocratic presidential nominee hillary clintonkushner is expected to meet with the house intelligence committee on tuesday which is leading its own investigation into russia s meddling in the 2016 election,1,ISOT_FAKE,,0,0.2906760127122532,0.7093239872877468
on federal stimulus money for expanding rail service,0,LIAR,true,1,0.7088052591653057,0.7088052591653057
claims supreme court justice ruth bader ginsburg said she prefers the south african constitution over the united states constitution,1,LIAR,false,0,0.29335736790594863,0.7066426320940513
there was a report that came out from the fbi a warning not a report saying that in fact alqaida was planning to attack malls during the christmas holidays,0,LIAR,half-true,1,0.7055820212729893,0.7055820212729893
says his sons were targeted on facebook by outofstate protesters,0,LIAR,half-true,1,0.7048402728183569,0.7048402728183569
oregon has never before tried to create a landuse plan for what it should look like for 50 years,0,LIAR,true,1,0.7045975595573575,0.7045975595573575
ted cruz tried to ban contraception five times,1,LIAR,barely-true,0,0.2955609962947327,0.7044390037052672
there has never been a panther attack in the history of florida,0,LIAR,mostly-true,1,0.7038084443947101,0.7038084443947101
the wisconsin retirement system for public employees is a selffunded pension plan and its the money of the workers that funds it,1,LIAR,barely-true,0,0.29672716630394436,0.7032728336960556
cory gardner is sponsoring a bill to ban all abortions right now,0,LIAR,half-true,1,0.703015024765928,0.703015024765928
says there are probably 2 million it could be even 3 million criminal immigrants in the country illegally,0,LIAR,half-true,1,0.7025917266443276,0.7025917266443276
prop 56 cheats schools out of at least 600 million,1,LIAR,barely-true,0,0.29748196264356275,0.7025180373564373
congressman robert hurt has a plan to cut education by 40 percent,1,LIAR,pants-fire,0,0.29833985693076487,0.7016601430692351
barack obama champion of the taxpayer funded government employee destroyer of the private sector president barack obama on monday ordered government contractors to offer their workers seven days of paid sick leave a year and without naming them knocked republican presidential candidates for advocating what he said were antiunion policiesobama signed an executive order on sick leave which the white house said would affect some 300000 people during a flight to boston where he spoke at a union eventstarting in 2017 workers on government contracts will earn a minimum of one hour of paid sick leave for every 30 hours worked contractors can offer more generous amounts at their discretionspeaking to a friendly crowd without a tie or jacket obama said such policies were beneficial to employers and said more worker friendly measures such as paid maternity leave were needed right now we are the only advanced nation on earth that does not guarantee paid maternity leave he said now for the men in the audience in particular think about that we wouldn t even go to work if we had to carry around somebody for nine months the human race would evaporate he said drawing laughter and applause from the crowdunions and organized labor are a key constituent for the democratic party and their support will be critical in the 2016 presidential electionobama who joked that he was glad not to be on the ballot next year made thinly veiled references to wisconsin governor scott walker and new jersey governor chris christie for antiunion remarks and policies he did not name them by name it s clear he stands with the big government union bosses while we stand with the people walker during a campaign stop in new hampshire said in response to the presidentthe executive order follows a series of measures by the white house to expand access to paid leave in january obama issued a presidential memorandum directing the government to advance up to six weeks of paid sick leave for the birth or adoption of a child or for other sick leaveeligible usesobama is also pressing congress to pass legislation giving government employees six additional weeks of paid parental leave labor secretary thomas perez said he could not say what the cost of implementing the sevenday paid leave rule would be to contractors we believe the cost of implementing this rule is offset by the efficiencies that come with reduced attrition increased loyalty all of those things that have been documented in a number of studies of state laws that have been enacted perez told reporters on a conference call on sundayobama also used the trip to boston to renew his call for congress to pass the healthy families act which would require all businesses with 15 or more employees to offer up to seven paid sick days each yearaccording to the white house an estimated 44 million privatesector workers about 40 percent of the total privatesector workforce do not have access to paid sick leave via reuters,1,ISOT_FAKE,,0,0.2991867740453478,0.7008132259546522
obama has voted in the united states senate to increase taxes on people who make as low as 42000 a year,1,LIAR,barely-true,0,0.30024955910417317,0.6997504408958268
says tom cottons vote in congress to change medicare will increase outofpocket expenses for every senior in arkansas,1,LIAR,barely-true,0,0.30052748472966045,0.6994725152703396
says 57000 is the mean income in our state for a family,1,LIAR,false,0,0.3017943985772714,0.6982056014227286
i brought down crime more than anyone in this country maybe in the history of this country while i was mayor of new york city,1,LIAR,barely-true,0,0.3018834780799511,0.6981165219200489
says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class,1,LIAR,barely-true,0,0.30210350175483425,0.6978964982451658
in the 2012 election there were more votes cast than registered voters in st lucie county and palm beach county had 141 percent turnout,1,LIAR,pants-fire,0,0.30270504123476333,0.6972949587652366
what difference does it make well it makes lots of difference to the irs the clinton charities got called on the carpet for misfiling tax returns up to 5 years old oopshillary clinton s family s charities are refiling at least five years of tax returns after an investigation revealed they had misreported tens of millions of dollars in donations from governments the charities errors generally took the form of underreporting or overreporting donations from foreign governments or in other instances omitted to break out government donations entirely when reporting revenue the charities confirmed to reuters which uncovered the mistakes following the discovery the clinton foundation and the clinton health access initiative said they will be refiling multiple annual tax returns and may audit returns extending as far back as 15 years in case there have been other errors the foundation and its donors have been under intense scrutiny in recent weeks republican critics say the foundation makes clinton who is seeking the 2016 democratic presidential nomination vulnerable to undue influence her campaign team calls these claims absurd conspiracy theories following reuters report republican presidential candidate ted cruz called on the nonprofit to return all of the money it received from foreign governmentsread more daily mail,1,ISOT_FAKE,,0,0.3032723317010436,0.6967276682989564
more than 7000 americans lost their lives to climate changefueled events last year,1,LIAR,false,0,0.30403843977675066,0.6959615602232494
in the obama economy the youth unemployment rate is double the unemployment rate for all americans,0,LIAR,half-true,1,0.694881931873634,0.694881931873634
as a result of national rifle association and other privatesector safetyeducation programs fatal firearms accidents are at the lowest level in 100 years,0,LIAR,half-true,1,0.6945448937978745,0.6945448937978745
the us government spends 22 billion a year to fight the global warming crisis twice as much as it spends protecting our border to put that in perspective that is 41856 every minute going to global warming initiatives but that s just the tip of a gargantuan iceberg according to forbes columnist larry bell the ripple effect of global warming initiatives actually costs americans 175 trillion every year the united nations is not a friend of democracy it s not a friend to freedom it s not a friend even to the united states of america trump said during a speech in march to the american israel public affairs committeethe election of donald trump as the next us president was met with disbelief and despondency on wednesday among some united nations officials and diplomats amid uncertainty surrounding his foreign policy and likely engagement with the world bodytrump a republican has described the 71yearold united nations as weak and incompetent and threatened to pull out of a global deal to combat climate change a cornerstone of the legacy of un chief ban kimoon who steps down at the end of 2016 after serving two fiveyear terms as secretarygeneral the united nations is not a friend of democracy it s not a friend to freedom it s not a friend even to the united states of america trump said during a speech in march to the american israel public affairs committeethe united states is a vetowielding member of the 15member un security council and the largest financial contributor to the united nations washington owes about 11 billion the united nations said republicans have long been reluctant to pay dues accusing the world body of waste and biasban said on wednesday he hoped that the trump administration would strengthen the bonds of international cooperation people everywhere look to the united states to use its remarkable power to help lift humanity up and to work for the common good ban told reporterstopping the united nations agenda are conflicts in syria yemen south sudan iraq and elsewhere and a refugee and migrant crisis that saw a record 653 million people uprooted worldwide last year more than ever we need an america that is committed to world affairs including at the united nations french un ambassador francois delattre saida senior security council diplomat speaking on condition of anonymity said trump s foreign policy had so far not been very coherent and his victory did not bode well for the future effectiveness of the council the assumption is that a trump administration will be less engaged with un than president barack obama s administration which was more committed to working for collective solutions than previous us administrations the diplomat saidseveral un diplomats noted a lack clarity from trump on foreign policy we have not really heard a very clear indication of where he is going iraq s un ambassador mohamed ali alhakim told reporters on wednesday adding that he believed the united nations would remain relevantthe united nations high commissioner for human rights zeid ra ad al hussein last month warned that the world would be in danger if trump was elected president zeid would continue to call out any trump policies or practices that undermine or violate human rights his spokesman saidvia reuters,1,ISOT_FAKE,,0,0.3061386478872424,0.6938613521127577
im prolife im not going to apologize for becoming prolife ronald reagan followed that same course as did henry hyde and george herbert walker bush and im proud to be prolife,0,LIAR,half-true,1,0.6924994177372241,0.6924994177372241
massachusetts is now a sanctuary state the massachusetts supreme court just ruled that illegals are to be released and not held under federal law this puts all americans at risk tucker carlson previously interviewed a state rep who supports subverting federal law please listen to the skewed reasoning for not following federal lawin a ruling hailed by civil liberties advocates that ends a longstanding immigration enforcement practice the massachusetts supreme judicial court declared monday that current state law provides no authority for massachusetts court officers to arrest and hold an individual solely on the basis of a federal civil immigration detainer beyond the time that the individual would otherwise be entitled to be released from state custody state representative james lyons an andover republican said he is working with republican representatives marc lombardo of billerica and shaunna o connell of taunton to gather cosponsors on a bill he plans to file tuesday or wednesday lyons said the bill would be straightforward giving massachusetts police and court officers the power to arrest someone on a civil immigration warrant people are concerned about the rule of law lyons told the news service asked about how he thought the bill would fare in the democratcontrolled legislature lyons said beacon hill i can t predict what s going on up there while the high court ruling focused on court officers advocates said the opinion prohibits any state official from keeping someone jailed solely at the request of immigration and customs enforcement ice going forward nobody in massachusetts should be held on an immigration detainer unless the legislature were to attempt to change that said emma winger immigration impact unit staff attorney for the committee on public counsel services who argued the case before the supreme judicial court in april it applies to anybody with arrest authority said laura rotolo staff attorney at the american civil liberties union of massachusetts rotolo said that while many jurisdictions have limited their cooperation with ice the sjc is the first state high court to rule against ice detainersbristol county sheriff thomas hodgson said the decision will make people more vulnerable to crime in massachusetts i wouldn t say it makes massachusetts a sanctuary state i think it makes massachusetts more vulnerable the people who live here and people who visit here more vulnerable to become victims of crime and also a further message to people throughout the country who are here illegally that we re the place you want to come hodgson saidread more new boston post,1,ISOT_FAKE,,0,0.3089321973403607,0.6910678026596393
to help balance the 201113 budget gov scott walker used a credit card approach that pushed over 500 million in debt onto our children and our grandchildren costing state taxpayers more than 150 million in interest,0,LIAR,mostly-true,1,0.6908663745800226,0.6908663745800226
we democrats have made steady progress creating jobs and improving our schools,0,LIAR,half-true,1,0.6902873367647824,0.6902873367647824
im the only person on this stage who has worked actively just last year passing along with russ feingold some of the toughest ethics reform since watergate,0,LIAR,half-true,1,0.6893109809193634,0.6893109809193634
im beating kelly ayotte in the polls by a lot,1,LIAR,pants-fire,0,0.31087632058746034,0.6891236794125397
bravo polish prime minister beata szydlo just put her foot down she told the eu that poland will not be blackmailed into accepting thousands of refugees under the eu quota system szydlo hammered the weak eu for allowing the slow death of european culture and its people by taking in millions of refugees that are destroying the western nations financially socially and culturally in a fantastic speech before the polish parliament szydlo urged lawmakers to protect poland and its children from the scourges of islamist terrorism and cultural suicidewhere are you headed europe rise from your knees and from your lethargy or you will be crying over your children every dayif you cannot see that terrorism has the potential to hurt every country in europe and you think that poland should not defend itself you are going hand in hand with those who point this weapon against europe against all of usdo we want politicians who say we have to get used to terrorist attacksprime minister beata szydlo received raucous applause from many members of the polish parliament who expressed their approval of her nononsense call to action,1,ISOT_FAKE,,0,0.31110492481625535,0.6888950751837446
former cia analyst and retired us army reserve lieutenant colonel tony shaffer told lou dobbs on tuesday president trump needs to understand deep state has declared war against his administration he needs to fire top two levels in intelligence to clean housethe deep statenever in american history has there been a more highly organized group of people the deep state attempting to subvert the will of the american people in this case the trump presidency peter schweizer discusses the efforts of the deep state their conspiracy campaign against donald trump and its potential impact on president trump s administration,1,ISOT_FAKE,,0,0.3120337050761531,0.687966294923847
an amendment to the house health reform bill puts new restrictions on womens access to abortion coverage in the private health insurance market even when they would pay premiums with their own money,1,LIAR,false,0,0.3123008510896583,0.6876991489103417
we must deal with the here and now and assure affordable fuel for america by increasing domestic production,1,LIAR,false,0,0.31319459642146624,0.6868054035785338
proposed nclaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed,0,LIAR,true,1,0.6857758122963189,0.6857758122963189
a bill to aid state and local governments is fully paidfor by closing costly corporate tax loopholes,1,LIAR,barely-true,0,0.31457206575565305,0.685427934244347
this is a good reminder of how important it is to prevent obama from anointing another radical on the supreme court it might also be a good time for every american to call their representatives in washington keeping another radical obama appointee off our supreme court could literally be the only thing standing between a free america and one that looks more like venezuela this is also a reminder for anyone in the republican party who considers themselves part of the never trump movement the democrat party has never been more serious about or closer to fundamentally changing america forever the obama administration is looking into whether it can challenge the supreme court s decision to block president barack obama s plan to spare millions of illegal immigrants from deportation us attorney general loretta lynch said tuesday we will be reviewing the case and seeing what if anything else we need to do in court lynch told reuters in an interviewlynch did not say what legal options the obama administration may pursue following a split decision by the supreme court justices last week that left in place a block on the executive action by a lower courtshe said any future executive actions obama may take on immigration would be left to the white housein a wideranging interview on topics from gun control to the effect of the planned exit of britain from the european union lynch identified espionage from foreign nationals on us companies as a tremendous problem the federal bureau of investigation has reported a 53 percent increase in cases of economic espionage between 2014 and 2015 and the majority of cases involve chinese nationals as culpritsmost recently xu jiaqiang 30 was charged with economic espionage and theft of trade secrets for stealing software source code from his us employer with the intent of benefiting the chinese government it is a matter of priority for us lynch said when companies or industries are preyed upon by others be they individuals be they state actors who literally steal the fruit of their intellectual labors essentially they are stealing from future generations also via yahoo news,1,ISOT_FAKE,,0,0.31551341406213673,0.6844865859378633
says barack obama didnt keep his promise to have an immigration bill in his first year,0,LIAR,true,1,0.6841044663892143,0.6841044663892143
the benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee i just experienced that myself theyre not nearly as good,0,LIAR,half-true,1,0.6839209209328736,0.6839209209328736
every day oil continues to pour into the gulf of mexico even with disaster on our coast richard burr voted to let big oil off the hook,0,LIAR,half-true,1,0.682657023435178,0.682657023435178
the cbo the congressional budget office has said that obamacare will kill 800000 jobs,1,LIAR,barely-true,0,0.3174979556432314,0.6825020443567686
